balls_remaining,runs_needed,wickets_left,rrr,target_score,pressure
64,74,5,6.9375,199,7.13486025570279
82,72,8,5.2682926829268295,125,3.5150478306292934
4,89,2,133.5,227,10.0
95,147,8,9.284210526315789,210,3.3151275497293415
74,141,5,11.432432432432433,214,7.106100780708763
96,102,9,6.375,124,3.227972738243413
117,132,10,6.769230769230769,133,1.6653558711221454
75,100,6,8.0,128,5.541206590347829
9,72,2,48.0,230,10.0
45,80,5,10.666666666666666,206,7.265467964934497
5,1,1,1.2000000000000002,216,8.291578004122202
102,106,8,6.23529411764706,130,2.9971973699317442
109,130,10,7.155963302752293,148,1.6316382796549869
3,81,1,162.0,188,10.0
102,201,9,11.823529411764707,220,4.7675447289463
26,25,3,5.769230769230769,164,7.202117134741406
83,93,9,6.72289156626506,166,2.28633790235427
38,77,1,12.157894736842104,198,10.0
78,94,6,7.23076923076923,155,4.537808579186321
23,96,5,25.043478260869563,165,10.0
75,132,7,10.56,194,5.523443098322819
37,18,4,2.9189189189189193,178,5.485987275870019
67,80,6,7.164179104477611,204,5.090313753083112
106,160,10,9.056603773584907,171,3.71267610242392
22,25,5,6.818181818181818,172,7.508555774192633
67,138,4,12.358208955223882,198,7.842230650520855
12,1,1,0.5,180,7.593778224179185
63,124,5,11.809523809523808,198,7.758818628453382
2,18,1,54.0,150,10.0
91,114,9,7.516483516483516,159,3.386468495779927
70,66,7,5.657142857142857,170,4.213927527606311
104,127,10,7.3269230769230775,139,1.4382005126398203
83,153,7,11.060240963855422,185,5.734904226539398
2,1,1,3.0,188,8.295187122648025
101,204,9,12.118811881188119,223,4.547100896051878
114,166,10,8.736842105263158,176,2.109756157955586
2,55,2,165.0,193,10.0
39,78,5,12.0,148,7.922202426192295
13,1,2,0.46153846153846156,190,6.329309801366845
66,89,7,8.09090909090909,152,5.035219268739337
65,59,3,5.446153846153846,174,7.4004828033311405
54,27,2,3.0,138,6.552105304197625
22,59,3,16.09090909090909,218,10.0
94,93,8,5.9361702127659575,121,3.6176446781159237
97,152,8,9.402061855670103,181,3.1654844016156205
107,161,10,9.02803738317757,189,2.8361111514246806
80,128,6,9.600000000000001,193,5.409429422760717
75,114,3,9.120000000000001,186,7.371968160448653
18,89,5,29.666666666666668,221,10.0
24,49,2,12.25,188,10.0
58,62,4,6.413793103448276,148,6.254308285035025
15,27,3,10.8,176,9.92161568639669
65,85,8,7.846153846153847,181,3.8991720179199523
106,173,9,9.79245283018868,198,3.9794899979537446
61,70,7,6.885245901639344,197,4.88498992132593
100,125,9,7.5,141,3.089201969850786
56,50,5,5.357142857142858,233,5.600767745497957
112,178,8,9.535714285714285,186,3.7831641946022736
1,59,1,354.0,174,10.0
41,105,3,15.365853658536587,175,9.020309764190383
55,110,2,12.0,172,8.897962588126019
111,123,9,6.648648648648649,129,3.530932493078039
77,119,7,9.272727272727273,190,5.285875490380194
86,116,6,8.093023255813954,195,4.630097014240758
21,135,2,38.57142857142857,237,10.0
44,61,6,8.318181818181818,200,5.85690321462706
68,159,6,14.029411764705884,214,6.787438428586324
72,100,8,8.333333333333332,174,4.147506902871426
75,92,7,7.359999999999999,126,4.423685312886574
64,67,8,6.28125,212,4.1862956793944415
11,78,1,42.54545454545455,180,10.0
93,140,7,9.032258064516128,202,3.9454448254832357
20,108,2,32.400000000000006,206,10.0
18,1,4,0.3333333333333333,197,5.044176315478897
21,52,2,14.857142857142858,232,10.0
85,112,7,7.905882352941177,173,4.14718387759063
73,109,5,8.95890410958904,235,6.23769420118812
34,10,5,1.7647058823529411,223,5.8107410212746045
112,202,9,10.821428571428571,223,3.4192059502937293
1,1,1,6.0,191,9.137164403327198
108,132,9,7.333333333333334,143,3.1561660780511156
21,76,4,21.714285714285715,218,10.0
6,1,1,1.0,151,7.512125232454811
12,18,1,9.0,131,9.51329757347793
23,1,3,0.2608695652173913,122,5.7178761665087325
87,93,8,6.413793103448276,120,3.48107029153741
109,172,9,9.46788990825688,189,3.358213957495824
18,39,1,13.0,169,9.4830933640997
34,12,3,2.1176470588235294,229,6.230516328367579
58,77,7,7.965517241379311,157,5.288398947271746
8,1,2,0.75,193,7.295029122042969
101,164,8,9.742574257425744,191,3.9834180268353383
49,98,4,12.0,190,8.629144736590241
100,189,7,11.34,239,5.143259484620244
12,1,2,0.5,175,6.456036610019553
78,157,8,12.076923076923077,217,6.163922675256035
86,151,9,10.534883720930232,197,3.865936180159809
82,143,7,10.463414634146341,188,4.7483341709369755
47,46,4,5.872340425531915,172,6.182268731745692
76,98,6,7.7368421052631575,213,5.609095420874776
108,142,9,7.888888888888889,164,1.90344583972442
110,149,9,8.127272727272727,170,2.5928741668149082
66,93,4,8.454545454545455,125,6.696345259719167
109,167,10,9.192660550458715,181,3.2147272376965526
63,80,7,7.619047619047619,170,5.509771918699737
34,1,2,0.1764705882352941,122,6.069089742906492
62,71,7,6.870967741935484,192,4.2562094906281285
117,118,10,6.051282051282051,122,2.137293568943388
56,100,8,10.714285714285715,182,5.029580613913162
47,77,5,9.829787234042554,218,6.6618816556429294
96,153,7,9.5625,195,4.987332302304459
78,102,6,7.846153846153847,148,4.192080658709862
36,26,3,4.333333333333333,126,5.895736671712008
2,1,1,3.0,182,8.311484012270121
102,126,7,7.411764705882353,142,3.1946854382833187
52,62,6,7.153846153846153,127,5.918966595017106
103,187,9,10.893203883495147,214,3.862538664514608
67,53,7,4.746268656716418,153,3.7580271731803427
38,78,3,12.315789473684212,180,8.748601430829925
5,1,1,1.2000000000000002,153,7.890048017051266
67,136,5,12.17910447761194,182,7.1564380025988035
8,44,1,33.0,159,10.0
98,147,6,9.0,188,5.050442593128348
100,180,9,10.8,203,3.7632529807435557
58,62,6,6.413793103448276,125,4.89018057870829
111,127,10,6.864864864864865,135,2.087439735681576
58,91,6,9.413793103448276,179,6.234369248659487
36,36,2,6.0,134,8.172487575181286
65,129,5,11.907692307692308,231,7.238769593077046
19,1,3,0.3157894736842105,203,6.661124151023255
32,80,3,15.0,214,10.0
91,123,7,8.10989010989011,145,4.291989625749355
36,117,3,19.5,191,10.0
107,112,10,6.2803738317757,129,2.7110203659361534
65,63,6,5.815384615384615,176,4.706205671041636
36,129,5,21.5,235,10.0
88,181,6,12.34090909090909,225,7.044411228057848
74,148,10,12.0,219,5.12611453991228
15,1,3,0.4,226,6.490045491313865
47,40,6,5.1063829787234045,140,4.917949521470616
1,21,1,126.0,120,10.0
11,1,1,0.5454545454545454,188,7.397849440783222
93,162,6,10.451612903225806,190,5.653798790353132
100,100,8,6.0,129,3.7566169794045523
50,24,6,2.88,157,4.356625049621882
25,11,2,2.64,188,6.46208969715702
10,73,2,43.8,153,10.0
40,85,6,12.75,237,7.780338174312383
58,115,7,11.896551724137932,159,6.11430842291346
3,38,1,76.0,179,10.0
108,204,9,11.333333333333332,214,4.355713599061438
65,144,7,13.292307692307693,199,5.4676747919700786
45,121,2,16.133333333333333,194,10.0
103,196,9,11.41747572815534,236,3.9821552180161874
35,34,5,5.828571428571428,130,6.033584151209612
14,8,2,3.4285714285714284,208,7.515796832159313
110,210,8,11.454545454545455,236,3.6643394295822844
103,117,10,6.815533980582524,135,1.6220583209772073
103,131,10,7.63106796116505,150,2.4174635714681334
50,89,4,10.68,197,7.433869776007743
116,185,10,9.568965517241379,194,3.8451347608577096
79,164,7,12.455696202531644,229,6.010707749276017
6,72,1,72.0,152,10.0
108,171,9,9.5,187,3.6913709953691174
48,59,7,7.375,201,4.609272333298273
33,1,2,0.18181818181818182,130,6.8731959332679615
29,77,3,15.931034482758623,213,10.0
41,33,2,4.829268292682928,127,6.987085923553965
28,46,2,9.857142857142858,121,9.509594262096899
68,77,4,6.794117647058823,153,6.582545697138511
117,174,10,8.923076923076923,179,2.588359079983025
107,185,9,10.373831775700936,203,4.253540446880731
32,32,4,6.0,170,7.525512850370516
9,1,1,0.6666666666666666,213,8.250297826673208
75,105,6,8.399999999999999,162,5.8918150300130545
16,1,2,0.375,235,6.568150352303137
68,102,7,9.0,181,4.971849361408763
72,174,5,14.5,240,8.241813953215974
88,116,6,7.909090909090908,155,5.141616300608108
24,86,3,21.5,158,10.0
26,55,4,12.692307692307693,238,8.529706235651219
118,156,10,7.932203389830509,157,2.4297535820299014
95,167,9,10.547368421052632,203,3.123486705015817
111,161,10,8.702702702702704,167,2.3872707453753303
85,157,7,11.08235294117647,189,5.251463970888981
85,114,9,8.047058823529412,157,3.094197218128014
34,1,4,0.1764705882352941,230,4.684845758866707
27,11,4,2.444444444444444,237,5.385058212467543
6,1,2,1.0,175,7.2460658047436635
82,125,7,9.146341463414634,210,5.270538597857524
109,123,10,6.770642201834862,132,1.8027390052192314
3,54,1,108.0,142,10.0
19,44,1,13.894736842105264,187,10.0
71,120,5,10.140845070422536,159,6.266124974995996
113,133,9,7.061946902654867,142,3.095048715715203
75,85,7,6.8,133,4.600971248665818
86,138,7,9.627906976744185,204,5.012121105544508
19,62,1,19.57894736842105,183,10.0
69,60,7,5.217391304347826,155,3.5818466497010837
106,179,8,10.132075471698112,216,3.8831721895785862
2,81,1,243.0,184,10.0
72,128,5,10.666666666666666,207,7.361235568428108
89,147,9,9.910112359550562,234,2.7895518624180298
90,169,9,11.266666666666666,193,4.450029539061906
69,84,7,7.304347826086957,206,3.8592457936456253
62,90,7,8.70967741935484,207,4.964848715680066
13,39,2,18.0,166,10.0
110,165,10,9.0,179,2.8055060403600236
61,43,6,4.229508196721311,127,6.416815773241815
15,59,1,23.599999999999998,182,10.0
118,232,10,11.796610169491526,236,3.154655284679086
15,115,2,46.0,218,10.0
48,100,7,12.5,162,6.442048676361883
13,1,2,0.46153846153846156,156,7.487137188253453
101,148,7,8.792079207920793,189,4.206414346208266
83,108,8,7.80722891566265,174,3.7934531625593326
73,110,6,9.04109589041096,231,5.766711508323765
59,50,5,5.084745762711864,134,5.68235981969851
116,137,10,7.086206896551724,140,2.7177455044492262
55,66,8,7.199999999999999,145,4.466002023659943
8,68,1,51.0,160,10.0
112,122,10,6.535714285714285,133,2.4100199256914476
24,1,2,0.25,125,6.693366204262669
72,99,7,8.25,169,5.158596571694974
51,26,6,3.0588235294117645,127,4.837748511417097
52,39,6,4.5,155,4.826180667424863
39,21,3,3.230769230769231,136,6.4158913757757245
30,1,2,0.2,190,6.264351007581956
115,139,10,7.252173913043478,146,2.21477544418455
91,159,9,10.483516483516484,202,4.081347857660868
111,187,10,10.108108108108107,198,3.147569643755528
96,150,9,9.375,197,2.6968408422949484
69,81,5,7.043478260869566,178,6.7629496882429745
87,102,7,7.034482758620689,158,4.693639774837958
41,15,6,2.1951219512195124,124,4.060752864058749
118,165,9,8.389830508474576,166,3.105243116295808
114,163,6,8.578947368421053,169,4.194760435158561
34,56,4,9.882352941176471,195,8.66307746772897
57,136,6,14.315789473684209,209,7.274630064715505
47,115,4,14.680851063829786,171,9.216017388279447
20,122,3,36.599999999999994,215,10.0
105,168,10,9.600000000000001,191,2.535215236069557
107,201,7,11.271028037383179,220,5.5230599500277116
48,62,4,7.75,206,7.278788594183955
7,1,1,0.8571428571428571,186,7.285367146756359
11,56,1,30.545454545454547,206,10.0
61,57,5,5.606557377049181,202,4.779929214084561
104,192,8,11.076923076923077,216,4.13965090894908
107,130,8,7.289719626168224,143,2.762775945178642
16,5,3,1.875,120,6.223775368316156
100,184,9,11.040000000000001,240,3.956437741695866
81,138,4,10.222222222222221,188,6.425686307937875
100,94,7,5.64,122,3.7586828384278954
10,1,2,0.6000000000000001,184,6.131928764447654
102,146,8,8.588235294117647,178,3.5063260661950038
48,22,8,2.75,128,2.8959628172044454
36,16,4,2.6666666666666665,133,5.695840340862439
89,124,6,8.359550561797754,161,5.540044087997019
84,105,7,7.5,180,3.8368656971601984
92,162,7,10.565217391304348,189,4.241543306609151
61,74,8,7.278688524590164,124,4.672027995623394
87,116,10,8.0,136,2.438319378500081
25,76,3,18.240000000000002,125,10.0
69,111,6,9.652173913043478,175,5.331035775912845
8,1,1,0.75,221,7.340373522176663
31,73,2,14.129032258064516,131,10.0
24,106,2,26.5,205,10.0
44,66,5,9.0,126,7.646251878608972
70,171,9,14.657142857142858,235,7.018079504465297
10,75,2,45.0,165,10.0
45,84,3,11.2,124,8.17721798843042
8,1,1,0.75,181,7.512104017860644
114,202,10,10.631578947368421,213,2.658008290023811
27,11,4,2.444444444444444,200,6.4217159640322485
26,29,4,6.6923076923076925,160,7.061001254435652
90,137,8,9.133333333333333,164,4.099624840222129
49,93,6,11.387755102040817,177,7.64135910451053
91,158,8,10.417582417582418,230,3.9687607452573483
93,126,8,8.129032258064516,154,3.917110060325834
14,1,2,0.42857142857142855,155,6.204318502515202
98,170,7,10.408163265306122,205,5.3743087999303505
56,54,6,5.785714285714286,159,6.040134281612528
29,88,4,18.206896551724135,206,10.0
99,201,9,12.181818181818182,231,4.915541943882829
45,105,4,14.0,182,9.386655387578768
83,150,7,10.843373493975903,177,6.048643955068827
67,95,2,8.507462686567164,236,7.835600864719789
15,88,4,35.199999999999996,200,10.0
30,39,2,7.800000000000001,178,9.526131385311453
80,151,8,11.325,224,4.71299031783928
92,166,8,10.826086956521738,194,4.6603946751333245
19,45,3,14.210526315789473,239,9.602846849623399
1,1,1,6.0,227,9.13513579381874
116,194,10,10.034482758620689,201,3.2226251713869773
6,1,1,1.0,166,8.866867670349922
41,89,4,13.02439024390244,136,8.76331350476969
83,157,7,11.349397590361445,191,5.665753394513908
85,173,7,12.211764705882352,204,5.594597386015113
66,78,7,7.090909090909092,165,4.892011916512078
23,75,3,19.565217391304348,171,10.0
25,40,2,9.600000000000001,130,8.236559569007794
15,68,3,27.2,133,10.0
114,219,10,11.526315789473685,230,3.3536191678751797
85,102,9,7.199999999999999,157,3.415874501472666
1,61,1,366.0,188,10.0
33,23,3,4.181818181818182,166,6.708527252953246
67,97,7,8.686567164179104,162,4.929945838529252
64,51,5,4.78125,151,5.562470800699577
78,151,7,11.615384615384615,216,6.0674393506534745
45,41,4,5.466666666666667,143,5.607453279918081
72,112,6,9.333333333333334,143,5.444812259162364
66,152,6,13.81818181818182,208,6.760221217661371
60,78,6,7.800000000000001,132,4.870421800811495
16,40,2,15.0,212,10.0
11,34,1,18.545454545454547,131,10.0
37,113,3,18.324324324324323,199,10.0
85,164,7,11.576470588235294,236,6.332999946335756
110,190,10,10.363636363636363,207,3.415344851345774
115,189,9,9.860869565217392,198,2.5071957117237167
119,200,10,10.084033613445378,201,3.2422706210951313
67,87,5,7.791044776119403,130,5.4828837812273745
82,132,9,9.658536585365855,181,4.825501017782273
98,189,8,11.571428571428571,227,4.880668776975287
34,1,5,0.1764705882352941,145,4.698893460715936
52,44,5,5.076923076923077,200,5.713981409136609
33,26,4,4.727272727272727,203,6.71400594236149
15,19,2,7.6,210,8.712459573737366
9,1,1,0.6666666666666666,202,8.759184877314146
17,106,3,37.411764705882355,196,10.0
104,166,10,9.576923076923077,197,2.762702811751856
117,229,10,11.743589743589743,233,3.4032685583206654
44,31,6,4.2272727272727275,161,5.137242537431292
15,51,2,20.4,227,10.0
57,77,4,8.105263157894736,217,6.555154741974339
81,80,7,5.925925925925926,133,3.5406124130224788
46,101,7,13.173913043478262,194,7.393125162710969
64,139,4,13.03125,227,9.104296358754729
111,126,10,6.8108108108108105,134,1.9875422410181427
6,4,1,4.0,204,8.944380724552012
108,201,9,11.166666666666668,232,3.810559000961992
25,1,1,0.24,186,7.619782950949794
96,129,8,8.0625,167,3.8117121041316784
34,13,5,2.2941176470588234,142,6.5955152739032625
60,106,2,10.6,239,8.138827819473848
53,131,5,14.830188679245284,188,7.987200661786227
101,152,9,9.02970297029703,184,3.551335923436003
23,18,3,4.695652173913044,190,7.05398149015734
51,49,5,5.764705882352941,183,6.545993811875204
114,115,10,6.052631578947368,123,2.0420203287324017
75,76,8,6.08,156,3.6741856266437507
11,10,3,5.454545454545454,211,7.6738154031090104
4,67,1,100.5,190,10.0
69,134,9,11.652173913043478,176,4.8139705129411565
69,106,4,9.217391304347826,183,6.656507258476751
22,1,4,0.2727272727272727,167,5.481156389477453
34,86,2,15.176470588235293,217,10.0
109,118,9,6.4954128440366965,132,2.2835609822367604
65,94,6,8.676923076923076,236,5.73749341498737
70,92,8,7.885714285714286,175,4.697690882953005
37,83,4,13.45945945945946,218,8.644374601405177
67,113,6,10.119402985074627,187,5.971809850421106
12,47,2,23.5,207,10.0
25,1,1,0.24,126,6.570735183039291
27,39,4,8.666666666666666,174,7.8974864668965035
24,44,4,11.0,173,9.067668129848482
70,90,6,7.714285714285715,160,5.45798250684911
46,31,2,4.043478260869565,211,7.0232803645435915
104,212,10,12.23076923076923,234,3.116246615681562
110,188,10,10.254545454545454,212,2.506805049744509
45,97,4,12.933333333333334,144,9.25567427372848
39,120,5,18.461538461538463,204,9.099028275230859
57,69,6,7.2631578947368425,146,4.858784762827575
59,38,7,3.8644067796610164,143,4.104442229189813
24,1,4,0.25,127,4.612143192311591
28,11,2,2.357142857142857,174,6.551304120494339
116,130,10,6.724137931034482,133,1.1677343423003195
29,1,1,0.20689655172413793,181,6.88463105074483
25,1,3,0.24,129,5.862977899876346
107,135,9,7.570093457943925,149,3.792331330792407
65,73,6,6.7384615384615385,205,6.158984245720288
9,1,1,0.6666666666666666,234,7.267407721316791
84,118,7,8.428571428571427,145,4.301655265784552
52,55,6,6.346153846153847,180,5.704481015933511
20,44,3,13.200000000000001,170,9.182451072870727
117,199,10,10.205128205128204,203,3.7027683776869242
20,62,2,18.6,123,10.0
21,1,3,0.2857142857142857,215,6.034377665968945
86,123,9,8.58139534883721,149,3.274742859187683
67,88,7,7.880597014925373,203,4.621902074627583
80,109,3,8.175,206,7.034997079426544
22,93,3,25.363636363636367,233,10.0
57,79,6,8.31578947368421,205,5.12156458616872
98,183,9,11.204081632653061,229,3.90570313828545
94,152,9,9.702127659574467,223,4.118820611783586
12,1,2,0.5,146,7.352828329651671
16,53,3,19.875,174,10.0
58,126,6,13.03448275862069,190,7.427684288815081
85,91,9,6.423529411764706,160,3.079012519673218
70,111,6,9.514285714285714,155,5.483732414501893
33,1,4,0.18181818181818182,197,4.772458940484675
4,72,2,108.0,149,10.0
26,1,1,0.23076923076923078,127,7.3746319416727095
101,97,7,5.762376237623762,125,3.3076587995909215
16,110,2,41.25,239,10.0
84,157,8,11.214285714285715,219,4.984770178572929
91,188,7,12.395604395604398,214,5.343970077009377
13,4,3,1.8461538461538463,124,6.715406064167545
96,142,8,8.875,183,4.0334354201029115
75,124,4,9.92,184,6.916693232445442
101,153,9,9.089108910891088,177,4.317471241190615
8,1,2,0.75,214,6.864602880798734
104,206,9,11.884615384615385,228,3.817579948831853
49,36,4,4.408163265306123,212,5.6102214288114896
67,88,3,7.880597014925373,162,5.924547062988236
93,110,7,7.096774193548388,152,4.458994112228279
52,64,5,7.384615384615385,206,6.4641589196847065
117,222,10,11.384615384615383,225,2.7594162779718183
119,224,10,11.294117647058822,225,2.018305167539709
85,129,7,9.105882352941176,156,4.287320986529572
99,145,7,8.787878787878789,166,4.271422106230016
30,63,1,12.600000000000001,227,10.0
20,1,1,0.30000000000000004,191,6.69356614504489
54,125,3,13.88888888888889,174,9.222245900657494
66,122,7,11.09090909090909,225,6.943333573751815
21,28,1,8.0,159,9.704567644651734
3,1,1,2.0,228,7.621110338129052
68,59,5,5.205882352941177,155,4.94872724483431
24,70,3,17.5,218,10.0
53,116,6,13.132075471698112,204,7.4400487482154025
112,214,10,11.464285714285715,228,3.1412187537759433
80,135,4,10.125,219,7.547299659595985
74,112,7,9.08108108108108,218,5.344629702048396
101,172,10,10.217821782178218,222,2.935071438562697
71,67,6,5.661971830985915,151,3.8950312574071186
61,68,7,6.688524590163934,240,5.237445647132042
55,79,6,8.618181818181817,133,6.228859084242626
3,89,1,178.0,212,10.0
87,105,8,7.241379310344827,143,3.9018979469004385
99,164,8,9.93939393939394,185,4.948447439514326
50,77,3,9.24,131,7.943151004610817
29,70,4,14.482758620689655,136,8.920622597461918
112,136,10,7.285714285714285,148,2.2591871242085224
12,97,3,48.5,194,10.0
41,31,4,4.536585365853659,134,6.418579921909394
110,218,10,11.89090909090909,238,4.1746649631819475
82,101,8,7.390243902439025,154,3.9354609865505363
84,143,6,10.214285714285714,177,6.454153736330385
55,105,5,11.454545454545455,204,6.956452197693692
1,1,1,6.0,133,9.33540936202631
53,125,5,14.150943396226417,200,7.478455862867122
111,158,8,8.54054054054054,172,3.699043669422327
48,111,6,13.875,212,7.898461851773235
53,96,5,10.867924528301888,183,6.978028466647981
43,34,7,4.7441860465116275,160,5.236883846212774
62,80,9,7.741935483870968,217,3.6712249323543413
52,36,5,4.153846153846153,193,6.188166157647437
71,111,7,9.380281690140844,165,5.637721353560796
88,150,9,10.227272727272727,208,4.574570001378987
29,1,5,0.20689655172413793,209,4.353045484455109
67,116,6,10.388059701492537,169,6.669378382115884
80,109,6,8.175,174,6.260866622723046
84,124,10,8.857142857142858,210,3.7700175236059037
78,103,8,7.923076923076923,148,3.7370631511139965
76,110,6,8.68421052631579,141,5.3174726911635135
12,1,4,0.5,166,5.822296498343151
85,107,7,7.552941176470588,140,4.164979774571823
11,26,3,14.181818181818183,190,10.0
91,188,10,12.395604395604398,240,5.414728516309897
4,11,2,16.5,181,10.0
107,171,7,9.588785046728972,184,5.222609297506661
85,163,7,11.505882352941176,203,6.023089361032281
41,48,4,7.024390243902438,225,7.315074210701954
51,143,4,16.823529411764703,215,10.0
11,1,1,0.5454545454545454,159,7.015288702207963
106,142,10,8.037735849056602,164,3.1487576380118916
81,159,8,11.777777777777779,195,5.279275821477199
109,192,9,10.568807339449542,213,4.043813639812418
24,1,1,0.25,188,6.939537126272444
1,56,1,336.0,236,10.0
83,102,6,7.373493975903614,124,4.251846311627984
59,88,4,8.949152542372882,216,7.446887814395356
82,100,8,7.317073170731707,127,4.022083076814966
22,87,3,23.727272727272727,153,10.0
83,156,9,11.27710843373494,201,4.683323214782017
61,103,5,10.131147540983607,220,6.4549598679568145
15,31,2,12.400000000000002,176,9.76153583741353
20,77,2,23.1,209,10.0
53,84,4,9.50943396226415,126,7.521247412478872
49,48,5,5.877551020408163,221,5.834915587197962
100,151,10,9.06,197,3.3977607278419324
36,106,2,17.666666666666668,219,10.0
51,32,5,3.764705882352941,200,5.4223453699275295
54,53,9,5.888888888888889,240,4.15701956970439
55,65,5,7.090909090909092,141,7.067812883014297
32,8,4,1.5,127,5.093599517954735
48,54,4,6.75,194,6.653003202488613
92,137,7,8.934782608695652,168,5.144328898592689
21,84,3,24.0,181,10.0
43,47,5,6.55813953488372,162,5.540153974699504
72,74,3,6.166666666666666,152,6.680665802701816
66,132,5,12.0,228,6.687065623974123
106,127,7,7.188679245283019,145,3.1553383932403105
20,1,4,0.30000000000000004,196,5.50629387330551
24,1,1,0.25,223,7.349522986846888
91,151,9,9.956043956043956,215,3.7488299499611295
50,47,4,5.64,210,6.244252520353828
33,77,2,14.0,188,10.0
117,149,10,7.6410256410256405,154,2.1366282881244376
64,74,6,6.9375,146,5.273316718428162
36,69,3,11.5,197,8.46584478032155
65,66,6,6.092307692307692,190,5.90283656269396
47,85,6,10.851063829787234,183,6.415421566293922
32,15,2,2.8125,197,7.273945505316045
49,97,5,11.877551020408163,152,7.594899860825141
1,3,1,18.0,212,10.0
15,1,2,0.4,202,6.422598855124206
9,34,1,22.666666666666664,146,10.0
44,95,4,12.954545454545455,215,8.117519522890161
44,133,6,18.136363636363637,213,8.314351730265384
97,139,10,8.597938144329897,182,3.3093329070014312
108,142,10,7.888888888888889,164,3.2241425627386824
84,130,7,9.285714285714286,231,4.992708306845903
66,90,8,8.181818181818182,152,3.973600437255283
56,135,5,14.464285714285714,193,8.101093025239807
28,48,5,10.285714285714285,201,7.349739887640657
64,124,7,11.625,196,5.533536875572365
114,193,10,10.157894736842104,207,2.693239864546148
113,113,10,6.0,123,1.2807848889845292
3,69,1,138.0,218,10.0
87,123,6,8.482758620689655,207,5.739391192577249
115,145,10,7.565217391304348,154,2.8977638083209
20,98,3,29.400000000000002,168,10.0
70,101,7,8.657142857142857,169,5.791387002400507
17,123,2,43.411764705882355,229,10.0
81,111,9,8.222222222222223,156,3.808498643014678
95,135,7,8.526315789473685,179,3.8810323343456843
110,195,8,10.636363636363637,213,4.2364312418135075
55,44,5,4.800000000000001,148,6.152059611392945
19,1,3,0.3157894736842105,160,5.993957468869267
21,44,3,12.571428571428573,231,9.083144968775725
47,128,6,16.340425531914892,183,8.17109737284634
72,65,7,5.416666666666667,140,4.390646673773547
21,22,3,6.2857142857142865,142,7.292634054824116
79,143,9,10.860759493670887,223,3.9635785305811186
46,36,5,4.695652173913044,221,6.421436442515815
17,5,1,1.7647058823529411,212,6.666419525042455
65,76,6,7.015384615384615,163,6.075967192055094
70,132,5,11.314285714285713,226,6.540957589555543
28,84,3,18.0,162,10.0
118,163,10,8.288135593220339,166,1.7870047329071044
90,140,8,9.333333333333334,201,5.003583592589292
103,135,7,7.864077669902914,160,4.394033177283134
37,82,4,13.297297297297298,232,8.135030584247275
38,65,2,10.263157894736842,233,8.523230527030103
32,81,1,15.1875,213,10.0
12,3,1,1.5,187,6.79041112613739
52,36,5,4.153846153846153,124,6.1402341574269474
47,32,5,4.085106382978723,169,5.429490141903116
4,29,1,43.5,120,10.0
73,102,6,8.383561643835616,238,5.819829611008807
15,1,1,0.4,191,7.246756439746424
51,106,5,12.47058823529412,168,7.559398119434543
19,50,1,15.789473684210527,131,10.0
117,219,10,11.23076923076923,224,3.005878847270324
63,113,8,10.761904761904763,216,5.557845195392093
110,138,9,7.527272727272727,151,3.3177430402816634
24,41,2,10.25,232,9.529571803038865
39,87,2,13.384615384615385,179,10.0
41,33,4,4.829268292682928,178,6.2388626170262285
106,216,10,12.226415094339622,230,4.5215553088977245
99,151,9,9.151515151515152,200,3.0666113101951513
115,141,9,7.356521739130435,148,2.309730044365435
96,150,9,9.375,175,4.088350684825242
5,75,3,90.0,149,10.0
46,161,3,21.0,235,10.0
15,78,2,31.200000000000003,209,10.0
83,93,8,6.72289156626506,132,3.7145149256355148
27,77,3,17.11111111111111,233,10.0
21,47,3,13.428571428571429,134,9.842422029141316
119,127,10,6.4033613445378155,128,1.793826341533901
23,92,3,24.0,192,10.0
101,206,7,12.237623762376238,227,6.41647272211208
27,1,4,0.2222222222222222,130,6.453109302157124
22,116,1,31.636363636363633,197,10.0
74,156,7,12.648648648648647,218,6.747397839213884
32,66,5,12.375,200,7.51351528376938
44,101,3,13.772727272727273,197,10.0
93,131,7,8.451612903225808,147,4.5612196972751295
68,138,6,12.176470588235293,228,7.038146196225391
98,112,8,6.857142857142857,152,3.0583409153823253
83,109,7,7.879518072289156,143,4.704372905473488
27,1,1,0.2222222222222222,174,7.107063481780651
23,43,4,11.217391304347826,192,7.783448914959102
84,145,6,10.357142857142858,210,5.700601082201018
111,204,9,11.027027027027028,215,4.019471311558438
109,117,10,6.440366972477064,130,1.9033823300373927
21,1,3,0.2857142857142857,221,5.68722668265988
4,1,2,1.5,147,6.873143958661034
76,89,8,7.026315789473684,172,3.564952101954058
102,104,9,6.117647058823529,132,3.443060819969188
86,124,5,8.651162790697674,183,5.884945993112575
17,19,1,6.705882352941177,171,8.905751574494328
80,86,8,6.449999999999999,134,3.0284843607406557
21,60,4,17.142857142857142,193,10.0
84,86,7,6.142857142857142,124,4.709519087481636
65,46,6,4.246153846153846,131,4.943066838037122
49,52,4,6.36734693877551,224,7.321858060104491
17,60,1,21.176470588235293,196,10.0
74,98,4,7.945945945945946,128,6.435483416372004
31,53,7,10.258064516129032,148,6.330506702519608
79,92,8,6.987341772151899,149,4.6648097479030834
13,40,1,18.461538461538463,175,10.0
48,56,5,7.0,134,6.016106598660452
17,1,4,0.3529411764705882,220,5.116517437234699
91,155,9,10.219780219780219,209,4.0415928888616754
